Serial Number,Gender,Age Action,Exp Action,SUP-Gender,SUP-Age Action,SUP-Exp Action,Re-Entry,MPT,Ed Allowance,House Loan,Resign
A2626,1,37.44109589,11.84383562,2,52.45205479,23.09863014,0,1,0,1,0
A2627,1,26.60273973,1.838356164,0,0,0,0,1,0,0,1
A2628,1,28.18630137,1.419178082,0,0,0,0,1,0,0,1
A2629,0,28.27123288,0.671232877,1,52.12054795,28.35616438,0,1,0,0,1
A2630,0,38.93972603,11.84383562,1,49.70136986,26.76986301,0,1,0,1,0
A2631,1,26.76438356,1.167123288,2,29.34794521,3.331506849,0,1,0,0,1
A2632,1,32.10684932,6.928767123,1,38.78356164,16.76712329,0,1,0,0,1
A2633,1,37.86027397,11.84383562,2,42.78082192,20.34520548,0,1,0,0,0
A2634,0,43.61643836,9.928767123,2,32.19178082,6.506849315,0,1,0,1,1
A2635,1,36.9369863,11.84383562,2,36.10684932,13.59178082,0,1,0,0,0
A2636,1,36.69315068,11.00547945,2,34.35616438,12.33972603,1,1,0,1,0
A2637,0,26.60273973,1.671232877,2,34.60821918,4.002739726,0,1,0,0,1
A2638,1,29.01917808,7.676712329,0,0,0,0,1,1,1,1
A2639,1,37.44109589,11.84383562,2,48.61643836,26.76986301,0,1,0,0,0
A2640,0,34.10684932,1,0,0,0,0,1,0,0,1
A2641,0,25.18356164,1.082191781,1,50.11506849,21.59452055,0,1,0,0,1
A2642,1,22.51506849,0,0,0,0,0,1,0,0,1
A2643,1,27.51780822,1,2,33.68767123,10.92328767,0,1,0,0,1
A2644,1,23.93150685,0.915068493,2,37.18630137,15.84383562,0,1,0,0,1
A2645,1,27.85205479,6.005479452,2,31.10684932,9.008219178,0,1,1,0,1
A2646,1,26.18630137,3.336986301,2,31.1890411,6.501369863,0,1,0,0,1
A2647,1,27.93424658,5.087671233,2,37.6109589,9.005479452,1,1,1,0,1
A2648,1,26.18630137,3.169863014,0,0,0,0,1,0,0,1
A2649,1,36.44109589,11.75890411,1,57.70684932,25.76712329,0,1,0,0,0
A2650,1,27.10136986,2.084931507,2,35.10684932,4.501369863,0,1,0,0,1
A2651,1,25.68493151,1.917808219,0,0,0,0,0,0,0,1
A2652,0,27.26575342,5.252054795,0,0,0,0,1,1,0,1
A2653,0,34.2739726,11.75890411,2,55.45479452,14.34246575,0,1,1,1,0
A2654,1,25.18630137,2.336986301,2,37.11232877,13.67671233,0,1,0,0,1
A2655,1,33.9369863,11.75890411,2,37.10684932,12.00547945,0,1,1,1,0
A2656,1,23.2630137,1.249315068,0,0,0,0,1,0,0,1
A2657,1,36.1890411,11.75890411,1,53.78630137,28.26849315,0,1,0,1,0
A2658,1,29.76986301,7.506849315,2,46.11506849,22.51780822,0,1,0,0,1
A2659,1,29.10410959,1.334246575,0,0,0,0,1,0,0,1
A2660,0,24.93424658,2.671232877,2,31.02191781,2.671232877,0,1,0,0,1
A2661,1,24.26849315,1.58630137,2,25.35342466,3.58630137,0,1,0,0,1
A2662,1,27.10136986,4.504109589,0,0,0,0,1,1,0,1
A2663,0,33.35342466,11.09041096,1,44.78082192,23.68493151,1,1,0,1,0
A2664,1,36.1890411,11.75890411,2,37.10684932,14.84657534,0,1,0,1,0
A2665,0,34.86027397,11.75890411,2,42.78082192,20.34520548,0,1,1,1,0
A2666,1,31.26849315,7.920547945,1,47.61369863,17.42465753,0,1,0,0,1
A2667,1,40.10958904,11.75890411,2,40.52876712,12.67671233,0,1,0,0,0
A2668,1,23.09863014,1,0,0,0,0,1,0,0,1
A2669,1,47.86849315,11.75890411,2,39.6109589,13.50958904,0,1,0,0,0
A2670,0,26.10136986,1.336986301,1,40.02739726,16.0109589,0,1,0,0,1
A2671,1,25.09863014,1.167123288,1,39.85753425,15.84109589,0,1,0,0,1
A2672,1,25.51780822,3.087671233,0,0,0,0,1,0,0,1
A2673,1,30.02191781,7.17260274,2,31.85205479,9.254794521,0,1,1,0,1
A2674,1,34.52054795,7.257534247,0,0,0,0,1,0,1,1
A2675,1,36.02191781,11.67671233,2,36.10684932,12.67671233,0,1,0,1,0
A2676,1,25.09863014,1.167123288,2,43.77808219,23.09589041,0,1,0,0,1
A2677,1,36.44109589,11.67671233,1,51.45205479,21.2630137,0,0,0,0,0
A2678,1,36.77534247,11.67671233,2,39.8630137,9.673972603,0,0,0,0,0
A2679,1,29.09863014,5.838356164,0,0,0,1,1,0,0,1
A2680,0,32.76986301,7.090410959,1,47.61369863,24.10136986,0,1,0,1,1
A2681,0,42.27945205,11.67671233,2,42.53150685,4,0,1,0,1,0
A2682,1,28.77260274,6.342465753,0,0,0,0,1,0,0,1
A2683,0,39.69589041,11.67671233,2,34.77534247,11.42465753,0,1,0,0,0
A2684,1,39.69589041,11.67671233,2,34.77534247,9.756164384,0,1,0,1,0
A2685,1,28.6,6.334246575,2,39.94246575,9.336986301,1,1,0,1,1
A2686,1,43.69863014,11.67671233,2,48.86849315,25.76712329,0,1,0,1,0
A2687,0,36.77534247,11.67671233,2,39.8630137,9.673972603,0,1,1,1,0
A2688,1,27.01917808,4.506849315,0,0,0,0,1,1,0,1
A2689,1,38.77808219,3.920547945,1,37.02465753,15.92876712,0,1,0,0,1
A2690,1,28.18630137,0.167123288,0,0,0,0,1,0,0,1
A2691,1,29.85205479,7.17260274,1,33.93972603,8.339726027,0,1,1,0,1
A2692,1,25.93150685,0.334246575,0,0,0,0,1,0,0,1
A2693,1,27.93424658,4.504109589,2,34.1890411,6.421917808,0,1,1,0,1
A2694,1,28.85205479,5.421917808,1,41.69863014,16.34794521,0,1,1,0,1
A2695,1,23.68219178,1.167123288,1,48.11780822,25.68219178,0,1,0,0,1
A2696,1,33.85753425,11.17534247,2,36.52054795,11.42739726,0,1,0,1,1
A2697,1,32.10684932,5.923287671,1,42.11506849,16.67671233,1,1,0,0,1
A2698,1,23.51232877,1.167123288,0,0,0,0,1,0,0,1
A2699,0,23.43287671,1.58630137,0,0,0,0,1,0,0,1
A2700,1,32.18356164,10.75616438,2,40.35616438,11.6739726,0,1,1,0,1
A2701,0,28.01917808,6.257534247,0,0,0,0,1,0,0,1
A2702,1,33.43835616,9.169863014,2,40.52876712,12.67671233,1,1,0,1,0
A2703,1,23.18630137,0.671232877,2,33.5260274,10.76164384,0,1,0,0,1
A2704,1,22.68493151,0.419178082,0,0,0,0,1,0,0,1
A2705,1,24.93972603,3.673972603,2,27.27123288,5.926027397,0,1,1,0,1
A2706,1,23.26575342,1,0,0,0,0,1,0,0,1
A2707,1,28.69041096,0.419178082,1,39.27945205,11.67945205,0,1,0,0,1
A2708,1,23.76438356,1.334246575,1,40.19452055,12.59452055,0,1,0,0,1
A2709,0,23.84657534,1.082191781,1,34.60273973,3.665753425,0,1,0,0,1
A2710,0,34.10684932,11.59178082,0,0,0,0,1,0,1,0
A2711,1,33.43835616,11.59178082,2,42.78082192,20.34520548,0,1,1,1,0
A2712,1,24.93150685,0.915068493,1,34.43561644,3.498630137,0,1,0,0,1
A2713,0,25.43013699,0.832876712,0,0,0,0,1,0,0,1
A2714,0,37.60821918,11.59178082,1,48.94520548,26.76986301,0,1,0,1,0
A2715,1,36.93972603,8.753424658,2,49.27945205,14.08493151,0,1,0,1,1
A2716,1,35.10684932,11.59178082,2,52.45205479,23.09863014,0,1,1,1,0
A2717,0,23.84931507,1.334246575,1,34.85479452,3.917808219,0,1,0,0,1
A2718,1,35.02191781,10.09041096,2,35.10684932,9.421917808,1,1,0,0,0
A2719,1,34.5260274,11.59178082,1,54.45479452,21.76438356,0,1,1,1,0
A2720,1,38.52876712,11.59178082,0,0,0,0,1,0,1,0
A2721,1,36.10684932,11.59178082,2,47.86849315,24.01369863,0,1,0,1,0
A2722,0,26.6,3.002739726,2,31.52054795,3.169863014,0,1,0,0,1
A2723,0,29.35342466,1.084931507,2,42.02739726,12.6739726,0,1,0,0,1
A2724,1,34.44109589,11.50958904,0,0,0,0,1,1,1,0
A2725,1,30.35890411,2.17260274,2,30.77260274,2.421917808,0,1,0,0,1
A2726,1,31.68493151,3.835616438,2,40.77534247,19.84657534,0,1,0,1,1
A2727,0,28.01917808,5.838356164,2,43.69315068,18.18082192,0,1,1,1,1
A2728,1,28.35342466,4.254794521,0,0,0,0,1,1,0,1
A2729,1,30.35890411,6.594520548,1,49.53972603,16.84931507,0,1,0,0,1
A2730,0,27.35068493,0.750684932,1,45.8630137,15.67671233,0,1,0,0,1
A2731,1,33.52328767,11.50958904,1,54.45479452,21.76438356,0,1,0,0,0
A2732,1,22.09863014,1.169863014,2,34.44109589,3.835616438,0,1,0,0,1
A2733,0,25.43287671,1.753424658,0,0,0,0,1,0,0,1
A2734,1,24.09863014,3.002739726,0,0,0,0,1,0,0,1
A2735,1,34.9369863,11.00547945,2,33.43835616,10.75890411,1,1,0,1,0
A2736,1,39.35890411,11.50958904,1,53.11780822,23.51780822,0,1,1,1,0
A2737,0,24.9369863,2.17260274,2,35.44383562,4.838356164,0,1,1,0,1
A2738,1,27.85205479,5.753424658,2,39.36164384,8.756164384,1,1,0,1,1
A2739,1,22.76164384,0.832876712,0,0,0,0,1,0,0,1
A2740,1,29.19178082,6.175342466,0,0,0,0,1,1,0,1
A2741,1,26.68493151,0.169863014,0,0,0,0,1,0,0,1
A2742,1,33.9369863,11.50958904,2,42.78082192,20.34520548,0,1,1,1,0
A2743,1,36.60821918,11.50958904,2,37.10684932,14.84657534,0,1,0,0,0
A2744,1,34.1890411,10.84383562,1,57.70684932,25.76712329,1,1,0,0,0
A2745,1,33.69041096,11.42465753,2,42.78082192,20.34520548,0,1,1,0,0
A2746,0,27.51780822,1.835616438,2,35.19178082,4.58630137,0,1,0,0,1
A2747,1,23.01643836,0.252054795,2,40.11232877,14.59452055,0,1,0,0,1
A2748,1,28.10410959,6.509589041,0,0,0,0,1,1,0,1
A2749,1,35.2739726,11.42465753,2,37.93972603,15.00821918,0,1,0,0,0
A2750,0,37.10684932,11.42465753,0,0,0,0,1,0,1,0
A2751,0,24.93150685,0.419178082,1,39.36164384,14.51232877,0,1,0,0,1
A2752,1,29.35342466,7.005479452,1,29.85479452,7.339726027,0,1,0,0,1
A2753,1,35.77534247,11.42465753,2,56.36986301,31.43835616,0,1,1,1,0
A2754,1,32.9369863,7.424657534,1,50.45479452,17.76438356,0,1,0,0,1
A2755,1,29.43835616,3.169863014,2,31.02191781,6.920547945,0,1,0,0,1
A2756,1,35.5260274,11.42465753,2,49.86849315,25.76712329,0,1,0,0,0
A2757,1,41.35890411,11.42465753,2,37.93972603,15.00821918,0,0,0,1,0
A2758,1,26.18630137,3.002739726,0,0,0,0,1,0,0,1
A2759,1,27.18630137,3.002739726,1,41.8630137,10.6739726,0,1,1,0,1
A2760,1,28.76712329,6.58630137,2,38.1890411,7.167123288,0,1,1,1,1
A2761,1,26.35068493,0.167123288,0,0,0,0,1,0,0,1
A2762,1,24.35068493,0.915068493,2,39.94246575,16.42191781,0,1,0,0,1
A2763,1,24.42739726,0.915068493,0,0,0,0,1,0,0,1
A2764,0,23.84931507,0.665753425,0,0,0,0,1,0,0,1
A2765,1,38.44383562,11.42465753,2,58.37260274,32.10410959,0,1,0,1,0
A2766,0,24.51232877,0.580821918,2,38.43835616,13.6739726,0,1,0,0,1
A2767,1,34.77534247,11.42465753,2,56.36986301,31.43835616,0,1,0,1,0
A2768,0,23.76712329,1.334246575,1,40.36164384,12.76164384,0,1,0,0,1
A2769,0,27.10410959,0,0,0,0,0,1,0,0,1
A2770,0,24.35068493,1,2,43.8630137,23.18082192,0,1,0,0,1
A2771,1,27.6,1.832876712,0,0,0,0,1,0,0,1
A2772,1,27.01917808,2.002739726,2,31.44109589,3.087671233,0,1,0,0,1
A2773,0,36.77534247,10.5890411,1,53.5369863,27.6,0,1,0,1,1
A2774,1,28.10410959,6.005479452,0,0,0,0,1,1,0,1
A2775,0,26.18356164,0.747945205,0,0,0,0,1,0,0,1
A2776,1,24.85479452,2.421917808,2,31.86027397,3.506849315,0,1,0,0,1
A2777,1,38.27671233,11.33972603,1,51.45205479,21.2630137,0,1,0,1,0
A2778,1,38.02465753,11.33972603,2,49.36438356,26.26849315,0,1,0,1,0
A2779,1,36.44109589,11.33972603,2,46.94520548,24.26575342,0,1,0,1,0
A2780,1,29.93424658,4.832876712,2,41.69041096,5.583561644,0,1,0,0,1
A2781,1,30.85753425,5.421917808,2,50.28493151,26.60547945,0,1,0,1,1
A2782,1,27.18630137,2.835616438,1,43.28219178,15.68219178,1,1,0,0,1
A2783,1,36.5260274,11.33972603,2,51.11780822,27.01643836,0,1,0,1,0
A2784,1,36.5260274,11.33972603,2,40.27671233,13.42465753,0,1,0,1,0
A2785,1,26.84931507,0.495890411,0,0,0,0,1,0,0,1
A2786,0,25.84931507,0.915068493,1,39.94246575,15.9260274,0,1,0,0,1
A2787,0,36.10684932,11.33972603,2,36.2739726,10.00547945,0,1,0,1,0
A2788,0,37.35616438,11.33972603,2,39.19178082,10.84383562,0,1,0,1,0
A2789,1,25.59726027,0.830136986,0,0,0,0,1,0,0,1
A2790,1,28.85479452,1.917808219,2,41.19726027,16.09589041,0,1,0,0,1
A2791,0,35.2739726,11.25753425,0,0,0,0,1,1,0,0
A2792,1,26.76986301,1.167123288,2,42.44657534,21.2630137,0,1,0,0,1
A2793,1,35.69041096,0.41369863,0,0,0,0,1,0,0,1
A2794,1,30.85753425,5.339726027,1,44.44931507,19.6,0,1,0,1,1
A2795,1,23.93972603,0.336986301,1,38.19452055,11.51232877,0,1,0,0,1
A2796,1,36.2739726,11.25753425,2,36.1890411,14.92328767,0,1,0,0,0
A2797,1,31.85479452,4.504109589,0,0,0,1,1,0,0,1
A2798,1,37.6109589,7.090410959,2,47.36986301,22.76438356,0,1,1,1,1
A2799,0,31.51780822,6.58630137,1,44.03013699,17.92876712,0,1,1,1,1
A2800,1,40.6109589,11.25753425,2,58.37260274,32.10410959,0,1,0,1,0
A2801,1,38.52876712,11.25753425,2,38.10958904,10.84383562,0,0,0,1,0
A2802,0,38.10958904,11.25753425,2,37.93972603,15.00821918,0,1,0,1,0
A2803,1,30.44109589,6.838356164,2,34.85753425,10.75616438,0,0,0,0,1
A2804,0,33.85753425,11.25753425,0,0,0,0,1,1,1,0
A2805,1,23.68219178,0.665753425,1,42.27945205,13.17534247,0,1,0,0,1
A2806,1,27.01917808,4.002739726,1,40.69041096,16.34520548,0,1,1,0,1
A2807,1,27.85205479,5.087671233,2,29.35616438,6.506849315,0,1,0,0,1
A2808,1,34.10684932,8.838356164,2,37.69041096,10.83835616,0,1,0,1,1
A2809,0,24.26575342,1.501369863,2,31.02191781,3.501369863,0,1,0,0,1
A2810,1,35.85479452,10.75616438,2,35.77260274,9.504109589,0,1,1,1,1
A2811,1,31.76986301,6.838356164,2,45.86575342,21.51232877,0,1,0,0,1
A2812,1,33.43835616,11.25753425,2,37.10684932,14.84657534,0,1,1,1,0
A2813,1,35.9369863,11.25753425,2,40.44383562,14.17534247,0,1,0,1,0
A2814,1,27.26575342,5.419178082,1,38.77534247,11.5890411,0,1,0,1,1
A2815,1,27.85205479,3.668493151,0,0,0,0,1,0,0,1
A2816,1,28.85479452,6.005479452,0,0,0,0,1,0,1,1
A2817,0,26.35342466,1.252054795,0,0,0,0,1,0,0,1
A2818,0,30.35068493,6.334246575,2,30.68767123,7.838356164,0,1,0,0,1
A2819,1,26.18630137,2.665753425,0,0,0,0,1,0,0,1
A2820,1,34.77534247,11.17260274,1,36.2739726,9.756164384,0,1,1,1,0
A2822,1,26.6,3.498630137,0,0,0,0,1,0,0,1
A2825,1,33.27123288,11.17260274,1,46.86849315,2.915068493,0,1,0,1,0
A2826,1,33.9369863,11.17260274,2,40.77808219,12.42465753,0,1,1,1,0
A2827,1,32.93424658,11.17260274,1,45.11232877,14.17534247,0,1,1,1,0
A2828,1,34.1890411,11.17260274,1,48.70136986,22.6,0,1,0,0,0
A2829,1,26.01643836,1.167123288,2,48.36712329,22.09863014,0,1,0,0,1
A2830,1,25.6,2.416438356,1,38.69315068,13.76164384,0,1,0,0,1
A2831,0,38.10958904,11.17260274,2,43.02739726,12.00547945,0,1,0,1,0
A2832,0,26.2630137,4.416438356,2,33.85479452,8.167123288,0,1,1,0,1
A2833,1,24.93150685,3.331506849,2,32.43561644,5.583561644,0,1,1,0,1
A2834,0,28.93424658,4.169863014,1,47.28493151,21.34794521,0,1,0,0,1
A2835,0,27.10136986,1.665753425,0,0,0,0,1,0,0,1
A2836,0,23.26849315,0.252054795,0,0,0,0,1,0,0,1
A2837,1,22.59452055,0.580821918,0,0,0,0,1,0,0,1
A2838,1,32.77260274,11.17260274,2,48.03013699,26.68767123,0,1,0,1,0
A2839,1,35.60547945,5.334246575,1,35.02465753,7.671232877,0,1,0,0,1
A2840,0,35.35616438,11.17260274,1,56.95068493,28.18356164,0,1,1,0,0
A2841,1,29.85479452,1.416438356,1,44.36438356,14.59178082,0,1,0,0,1
A2842,1,27.76712329,4.331506849,2,42.69315068,17.84383562,0,1,0,0,1
A2843,0,23.09863014,1,2,30.10410959,3.252054795,0,1,0,0,1
A2844,1,23.01643836,1.331506849,2,38.2739726,16.34246575,0,1,0,0,1
A2845,0,23.6,1,1,37.27671233,12.34520548,0,1,0,0,1
A2846,1,33.43835616,6.58630137,1,32.52054795,6.838356164,0,1,0,0,1
A2847,1,39.19178082,11.17260274,2,40.10958904,13.25753425,0,1,0,1,0
A2848,1,37.02191781,11.17260274,2,34.10684932,10.75890411,0,1,0,1,0
A2849,0,40.77808219,11.17260274,2,37.93972603,15.00821918,0,0,0,0,0
A2850,1,37.44109589,11.17260274,2,38.10958904,10.84383562,0,1,0,1,0
A2851,1,37.60821918,11.17260274,2,37.10684932,14.84657534,0,0,0,1,0
A2852,1,43.36164384,11.17260274,2,40.19178082,14.84657534,0,1,0,1,0
A2853,1,25.34794521,1.331506849,1,37.60821918,12.67671233,0,1,0,0,1
A2854,1,26.01917808,2.668493151,1,40.52328767,18.18082192,0,1,0,0,1
A2855,1,26.43561644,0.084931507,2,37.6109589,15.76438356,0,1,0,0,1
A2856,1,45.44657534,11.09041096,2,37.69315068,15.00821918,0,1,1,1,0
A2857,1,42.19452055,11.09041096,2,51.45205479,26.01643836,0,1,0,0,0
A2858,1,31.02191781,5.756164384,1,35.85753425,12.26027397,0,1,0,1,1
A2859,1,32.18356164,8.252054795,0,0,0,0,1,0,1,1
A2860,1,27.93424658,5.419178082,1,33.60547945,5.087671233,0,1,0,0,1
A2861,1,28.43835616,0.084931507,0,0,0,0,1,0,0,1
A2862,1,28.52328767,7.090410959,0,0,0,0,1,1,0,1
A2863,1,26.26849315,3.753424658,2,29.1890411,4.002739726,0,1,1,0,1
A2864,1,25.35068493,2.835616438,2,28.27123288,3.084931507,0,1,0,0,1
A2865,0,33.10410959,7.419178082,2,47.2,15.42465753,0,1,0,1,1
A2866,1,27.85753425,4.002739726,2,45.53424658,24.35068493,0,1,1,0,1
A2867,1,32.93424658,11.00547945,0,0,0,0,1,1,0,0
A2868,1,35.35616438,9.756164384,2,47.53424658,25.01369863,1,1,1,1,0
A2869,1,26.18356164,3.583561644,2,37.77260274,6.421917808,0,1,0,0,1
A2870,1,23.51506849,0.246575342,1,39.60821918,14.75890411,0,1,0,0,1
A2871,1,33.5260274,7.838356164,2,44.70136986,20.84657534,0,1,0,1,1
A2872,1,26.6,2.668493151,2,28.35616438,2.668493151,0,1,0,0,1
A2873,0,23.59726027,0.580821918,2,45.36438356,15.42739726,0,1,0,0,1
A2874,1,33.43835616,11.00547945,1,56.95068493,28.18356164,0,1,1,1,0
A2875,1,24.68493151,1.164383562,2,45.94794521,16.0109589,0,1,0,0,1
A2876,1,26.09863014,3.917808219,2,36.77808219,3.917808219,0,1,1,0,1
A2877,1,30.26849315,3.249315068,2,40.11232877,16.25753425,0,1,0,0,1
A2878,1,27.43835616,3.087671233,2,43.61917808,19.01369863,0,1,1,0,1
A2879,1,43.86575342,11.00547945,2,40.27671233,13.25753425,0,1,0,1,0
A2880,0,44.36164384,11.00547945,2,40.27671233,13.25753425,0,1,0,0,0
A2881,1,29.85479452,6.167123288,2,34.35342466,8.58630137,0,1,1,0,1
A2882,1,28.18630137,2.331506849,2,38.35616438,4.583561644,0,1,0,0,1
A2883,1,33.10684932,10.3369863,2,50.95342466,26.34794521,1,1,1,1,1
A2884,1,38.44383562,11.00547945,2,36.2739726,10.00547945,0,1,0,1,0
A2885,1,39.93972603,11.00547945,2,34.69315068,10.67671233,0,1,1,1,0
A2886,1,37.5260274,11.00547945,2,34.69315068,10.67671233,0,1,1,1,0
A2887,1,33.69041096,11.00547945,2,35.44109589,12.59178082,0,1,1,0,0
A2888,1,37.60821918,11.00547945,2,53.70410959,27.10136986,0,1,0,1,0
A2889,1,39.52876712,10.33972603,2,35.60821918,9.336986301,1,1,0,1,0
A2890,1,36.02465753,6.920547945,1,50.11780822,25.35068493,0,1,0,1,1
A2891,1,31.9369863,7.334246575,0,0,0,0,1,1,1,1
A2892,1,34.44109589,11.00547945,2,40.19178082,12.33972603,0,1,1,1,0
A2893,0,29.85479452,1.249315068,2,37.77808219,4.087671233,0,0,0,0,1
A2894,1,38.19178082,8.002739726,2,37.93972603,15.00821918,1,0,0,1,0
A2895,1,34.5260274,11.00547945,2,37.93972603,15.00821918,0,1,0,0,0
A2896,1,26.27123288,2.583561644,1,40.69315068,14.0109589,0,1,0,0,1
A2897,1,30.43835616,8.090410959,2,38.02465753,11.00821918,0,1,1,0,1
A2898,1,28.52328767,3.087671233,1,42.36712329,19.43287671,0,1,0,0,1
A2899,1,28.10136986,5.920547945,1,41.78356164,20.68219178,0,1,0,0,1
A2900,1,38.69041096,6.334246575,2,45.61369863,21.26027397,0,1,0,0,1
A2901,1,43.36712329,9.84109589,2,42.44931507,13.84383562,0,1,0,1,1
A2902,1,33.94246575,6.419178082,1,45.11506849,22.18356164,0,1,0,1,1
A2903,1,29.26575342,4.249315068,2,33.77260274,5.920547945,0,1,1,0,1
A2904,0,26.35068493,3.750684932,2,43.61643836,11.84109589,0,1,1,0,1
A2905,1,26.10136986,4.416438356,2,31.68767123,4.750684932,0,1,1,0,1
A2906,0,28.35068493,5.334246575,2,50.20273973,17.09589041,0,1,1,0,1
A2907,0,38.77808219,11.00547945,2,33.69041096,8.756164384,0,1,0,1,0
A2908,0,27.01917808,5.167123288,1,31.9369863,9.504109589,0,1,1,0,1
A2909,0,24.51232877,0.580821918,1,34.68767123,3.750684932,0,1,0,0,1
A2910,0,30.68493151,2.750684932,0,0,0,0,1,0,0,1
A2911,1,28.43835616,1.583561644,2,41.69589041,17.59452055,0,1,0,0,1
A2912,1,29.43561644,5.167123288,1,38.77534247,11.5890411,0,1,0,0,1
A2913,1,38.35890411,11.00547945,1,46.70136986,21.2630137,0,1,0,0,0
A2914,1,31.01917808,0.495890411,1,47.78082192,24.84657534,1,1,1,0,1
A2915,1,37.02191781,11.00547945,2,40.27671233,13.25753425,0,1,0,1,0
A2916,1,31.10410959,9.005479452,2,34.1890411,12.92328767,0,1,1,0,1
A2917,1,37.86027397,11.00547945,2,37.93972603,15.00821918,0,1,0,0,0
A2918,1,22.93150685,0.665753425,2,38.27671233,16.43013699,0,1,0,0,1
A2919,1,22.18082192,0.747945205,2,39.44383562,14.34246575,0,1,0,0,1
A2920,0,33.01917808,11.00547945,2,33.43835616,10.75890411,0,1,1,0,0
A2921,0,37.69315068,11.00547945,2,51.5369863,26.93150685,0,1,0,1,0
A2922,1,36.60821918,11.00547945,2,34.69315068,10.67671233,0,1,0,1,0
A2923,1,29.68767123,1.583561644,2,41.03013699,17.50958904,0,1,0,0,1
A2924,1,38.02465753,11.00547945,2,39.6109589,13.50958904,0,1,1,1,0
A2925,0,30.76986301,7.334246575,2,30.35068493,7.58630137,0,1,0,1,1
A2926,1,30.69041096,6.835616438,0,0,0,0,1,1,1,1
A2927,1,23.93150685,1.41369863,2,42.6109589,7.416438356,0,1,0,0,1
A2928,1,26.26849315,3.498630137,2,30.85479452,3.917808219,0,1,1,1,1
A2929,0,32.85753425,10.92054795,2,37.93972603,15.00821918,0,1,0,1,0
A2930,1,23.59726027,1.079452055,2,39.86027397,14.75890411,0,1,0,0,1
A2931,1,29.35068493,6.249315068,2,46.36164384,19.34246575,0,1,1,0,1
A2932,0,28.93972603,5.58630137,1,47.28493151,20.84931507,0,1,1,0,1
A2933,1,27.52054795,3.665753425,2,38.19178082,16.0109589,0,1,0,0,1
A2934,1,23.76712329,0.580821918,0,0,0,0,1,0,0,1
A2935,1,36.1890411,10.92054795,1,53.78630137,29.68767123,0,1,1,1,0
A2936,0,35.43835616,6.249315068,2,46.2,14.42465753,0,1,0,0,1
A2937,1,27.2630137,3.246575342,0,0,0,0,1,1,0,1
A2938,1,34.69315068,10.92054795,2,32.43835616,9.589041096,0,1,0,1,0
A2939,1,40.35890411,10.92054795,1,56.95068493,28.18356164,0,1,0,0,0
A2940,1,37.02739726,9.671232877,2,40.36164384,14.09315068,0,1,0,1,0
A2941,0,29.85205479,0.663013699,0,0,0,0,1,0,0,1
A2942,1,27.10410959,3.583561644,0,0,0,0,1,1,0,1
A2943,1,34.5260274,8.920547945,1,52.28767123,26.35068493,0,1,1,1,1
A2944,1,32.93424658,10.92054795,0,0,0,0,1,1,1,0
A2945,1,38.44383562,10.92054795,2,36.1890411,10.92054795,0,1,0,0,0
A2946,1,31.35616438,5.087671233,2,36.10958904,9.257534247,1,1,0,0,1
A2947,1,23.68493151,0.747945205,2,29.9369863,3.084931507,0,1,0,0,1
A2948,1,30.02191781,6.920547945,2,37.6109589,5.756164384,0,1,1,0,1
A2949,1,35.77534247,10.92054795,1,47.86849315,22.51780822,0,1,1,1,0
A2950,0,22.34520548,0.161643836,2,37.35616438,15.42465753,0,1,0,0,0
A2951,1,25.85479452,0.915068493,2,39.8630137,15.76164384,0,1,0,0,1
A2952,1,30.10684932,6.58630137,0,0,0,0,1,1,0,1
A2953,1,34.86027397,1,2,38.19452055,16.2630137,0,1,0,0,1
A2954,1,27.43287671,5.334246575,2,36.69315068,9.008219178,0,1,1,0,1
A2955,1,40.02465753,10.92054795,2,35.44109589,12.59178082,0,1,1,1,0
A2956,1,27.85205479,4.167123288,2,39.02739726,8.421917808,1,1,0,0,1
A2957,1,34.10684932,10.92054795,2,44.44657534,21.68219178,0,1,1,1,0
A2958,1,24.09863014,1.246575342,2,38.35616438,17.01369863,0,1,0,0,1
A2959,1,23.76712329,0.580821918,2,29.9369863,3.084931507,0,1,0,0,1
A2960,1,25.35068493,2.164383562,0,0,0,0,1,0,0,1
A2961,1,28.52328767,1.583561644,0,0,0,0,0,0,0,1
A2962,1,28.76712329,3.254794521,2,37.35342466,4.583561644,0,1,1,0,1
A2963,1,27.2630137,0.167123288,2,29.6,2.747945205,0,1,0,0,1
A2964,1,38.93972603,10.84383562,2,34.69315068,12.09041096,0,1,0,1,0
A2965,1,23.34794521,0.084931507,0,0,0,0,1,0,0,1
A2966,1,29.43287671,5.498630137,0,0,0,1,1,0,0,1
A2967,0,32.60273973,4.002739726,2,31.26849315,3.750684932,0,1,0,0,1
A2968,1,22.92876712,0.167123288,0,0,0,0,1,0,0,1
A2969,1,35.86027397,10.84383562,2,40.19178082,12.33972603,0,1,0,1,0
A2970,1,38.69589041,10.84383562,2,38.10958904,10.84383562,0,0,0,0,0
A2971,1,35.10684932,10.84383562,2,37.10684932,14.84657534,0,1,0,1,0
A2972,1,35.9369863,10.84383562,2,37.10684932,14.84657534,0,1,0,1,0
A2973,1,28.9369863,5.591780822,2,50.95068493,27.27123288,0,1,1,0,1
A2974,0,36.77534247,10.84383562,1,49.53424658,24.26575342,0,1,0,0,0
A2975,0,37.69315068,10.84383562,1,50.70410959,24.76712329,0,1,0,1,0
